text,is_italic,x_top_left,font_size,start,is_bold,font_name,is_normal,y_top_left,width,end,height,tf-idf
Федеральное,false,125,12,0,true,TimesNewRomanPS-BoldMT,false,62,71,11,5,0.3010299956639812
государственное,false,199,12,12,true,TimesNewRomanPS-BoldMT,false,62,89,27,5,0.0
бюджетное,false,292,12,28,true,TimesNewRomanPS-BoldMT,false,62,59,37,5,
образовательное,false,354,12,38,true,TimesNewRomanPS-BoldMT,false,62,90,53,5,
учреждение,false,448,12,54,true,TimesNewRomanPS-BoldMT,false,62,64,64,5,
высшего,false,259,12,0,true,TimesNewRomanPS-BoldMT,false,76,47,7,5,0.0
образования,false,310,12,8,true,TimesNewRomanPS-BoldMT,false,76,68,19,5,0.0
РОССИЙСКАЯ,false,157,12,0,true,TimesNewRomanPS-BoldMT,false,90,87,10,5,0.0
АКАДЕМИЯ,false,248,12,11,true,TimesNewRomanPS-BoldMT,false,90,71,19,5,0.44465780490343443
НАРОДНОГО,false,322,12,20,true,TimesNewRomanPS-BoldMT,false,90,78,29,5,
ХОЗЯЙСТВА,false,404,12,30,true,TimesNewRomanPS-BoldMT,false,90,75,39,5,
и,false,219,12,0,true,TimesNewRomanPS-BoldMT,false,103,6,1,5,0.0
ГОСУДАРСТВЕННОЙ,false,229,12,2,true,TimesNewRomanPS-BoldMT,false,103,128,17,5,0.0
СЛУЖБЫ,false,360,12,18,true,TimesNewRomanPS-BoldMT,false,103,57,24,5,
при,false,179,12,0,true,TimesNewRomanPS-BoldMT,false,117,20,3,5,0.39164905395343774
ПРЕЗИДЕНТЕ,false,203,12,4,true,TimesNewRomanPS-BoldMT,false,117,81,14,5,
РОССИЙСКОЙ,false,288,12,15,true,TimesNewRomanPS-BoldMT,false,117,88,25,5,0.0
ФЕДЕРАЦИИ,false,379,12,26,true,TimesNewRomanPS-BoldMT,false,117,78,35,5,0.4822681122428943
Институт,false,173,12,0,true,TimesNewRomanPS-BoldMT,false,145,56,8,5,0.0
государственной,false,232,12,9,true,TimesNewRomanPS-BoldMT,false,145,98,24,5,0.0
службы,false,335,12,25,true,TimesNewRomanPS-BoldMT,false,145,45,31,5,
и,false,383,12,32,true,TimesNewRomanPS-BoldMT,false,145,7,33,5,0.0
управления,false,394,12,34,true,TimesNewRomanPS-BoldMT,false,145,69,44,5,0.0
Направление,false,90,12,0,false,TimesNewRomanPSMT,true,186,72,11,5,0.3010299956639812
подготовки,false,166,12,12,false,TimesNewRomanPSMT,true,186,63,22,5,0.39164905395343774
38.04.04,false,232,12,23,false,TimesNewRomanPSMT,true,186,45,31,5,
Государственное,false,281,12,32,false,TimesNewRomanPSMT,true,186,94,47,5,0.0
и,false,379,12,48,false,TimesNewRomanPSMT,true,186,6,49,5,0.0
муниципальное,false,389,12,50,false,TimesNewRomanPSMT,true,186,86,63,5,0.3010299956639812
управление,false,479,12,64,false,TimesNewRomanPSMT,true,186,63,74,5,0.0
Образовательная,false,90,12,0,false,TimesNewRomanPSMT,true,201,94,15,5,
программа,false,202,12,16,false,TimesNewRomanPSMT,true,201,59,25,5,0.0
«Межгосударственное,false,279,12,26,false,TimesNewRomanPSMT,true,201,125,45,5,
